source,reporting,partner,flow,unit,currency,year,export_import,special_general,species_bullions,transport_type,statistical_period,partner_sum,world_trade_type,notes
CE-BRA_1932-1936_1932_12-23,Brasil,Argelia,,1,"££, gold",1932,Imp,Gen,,,,,,
CE-BRA_1932-1936_1932_12-23,Brasil,Angola,,1,"££, gold",1932,Imp,Gen,,,,,,
CE-BRA_1932-1936_1932_12-23,Brasil,Canarias,,1,"££, gold",1932,Imp,Gen,,,,,,
CE-BRA_1932-1936_1932_12-23,Brasil,Congo Belga,,1,"££, gold",1932,Imp,Gen,,,,,,
CE-BRA_1932-1936_1932_12-23,Brasil,Egypto,1152,1,"££, gold",1932,Imp,Gen,,,,,,
CE-BRA_1932-1936_1932_12-23,Brasil,Kenya,,1,"££, gold",1932,Imp,Gen,,,,,,
CE-BRA_1932-1936_1932_12-23,Brasil,Madagascar,,1,"££, gold",1932,Imp,Gen,,,,,,
CE-BRA_1932-1936_1932_12-23,Brasil,Madeira,,1,"££, gold",1932,Imp,Gen,,,,,,
CE-BRA_1932-1936_1932_12-23,Brasil,Marrocos,,1,"££, gold",1932,Imp,Gen,,,,,,
CE-BRA_1932-1936_1932_12-23,Brasil,Senegal,,1,"££, gold",1932,Imp,Gen,,,,,,
CE-BRA_1932-1936_1932_12-23,Brasil,Sudao Anglo-Egypcio,,1,"££, gold",1932,Imp,Gen,,,,,,
CE-BRA_1932-1936_1932_12-23,Brasil,Taganyika,,1,"££, gold",1932,Imp,Gen,,,,,,
CE-BRA_1932-1936_1932_12-23,Brasil,Uniao Sul Africana,25279,1,"££, gold",1932,Imp,Gen,,,,,,
CE-BRA_1932-1936_1932_12-23,Brasil,Zanzibar,,1,"££, gold",1932,Imp,Gen,,,,,,
CE-BRA_1932-1936_1932_12-23,Brasil,Africa-Diversas Possessoes Britannicas,,1,"££, gold",1932,Imp,Gen,,,,,,
CE-BRA_1932-1936_1932_12-23,Brasil,Africa-Diversas Possessoes Francezas,,1,"££, gold",1932,Imp,Gen,,,,,,
