source,reporting,partner,flow,unit,currency,year,export_import,special_general,species_bullions,transport_type,statistical_period,partner_sum,world_trade_type,notes
SC-BUL_1938_1934_6-7,Bulgarie,Australie,,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Albanie,,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Algérie,127,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Angleterre,142869,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Argentine,101,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Belgique,167440,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Brésil,948,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Grèce,21344,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Danemark,669,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Dantzig,,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Dodécanèse,,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Egypte,13263,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Estonie,89,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Inde,11223,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Espagne,51050,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Italie,176150,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Chypre,10,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Chine,679,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Lettonie,4,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Lithuanie,2,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Luxembourg,20595,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Madagascar,,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Malte,,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Maroc français,,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Nigéria,554,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Nouvelle-Zélande,0,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Norvège,507,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Palestine,2578,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Pologne,46645,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Roumanie,95223,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Russie/URSS,10037,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Syrie,891,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Etats-Unis,50746,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Tunisie,0,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Turquie,30441,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Hongrie,22773,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Finlande,341,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,France,85614,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Hollande,27656,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Ceylan,6367,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Tchécoslovaquie,85148,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Suisse,132471,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Suède,14817,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Yougoslavie,8670,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Japon,769,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Autres pays,9737,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Indéterminé,,1000,Leva,1934,Imp,,,,,,,
SC-BUL_1938_1934_6-7,Bulgarie,Total,2247232,1000,Leva,1934,Imp,,,,,,total_reporting,
SC-BUL_1938_1935_6-7,Bulgarie,Australie,4288,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Albanie,,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Algérie,175,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Angleterre,141221,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Argentine,710,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Belgique,35604,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Brésil,1164,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Grèce,13793,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Danemark,1496,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Dantzig,,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Dodécanèse,,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Egypte,14403,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Estonie,11,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Inde,24374,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Espagne,44722,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Italie,94096,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Chypre,,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Chine,1228,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Lettonie,1,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Lithuanie,,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Luxembourg,1358,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Madagascar,1045,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Malte,,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Maroc français,764,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Nigéria,1457,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Nouvelle-Zélande,,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Norvège,355,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Palestine,4502,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Pologne,35599,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Roumanie,94017,1000,Leva,1935,Imp,,,,,,,
SC-BUL_1938_1935_6-7,Bulgarie,Russie/URSS,7249,1000,Leva,1935,Imp,,,,,,,
