source,reporting,partner,flow,unit,currency,year,export_import,special_general,species_bullions,transport_type,statistical_period,partner_sum,world_trade_type,notes
TGC-FR_1919_1919,France,Afrique équatoriale et Afrique occidentale françaises,,1000000,Franc,1919,imp,spe,,,,,,
TGC-FR_1925_1920,France,Afrique équatoriale et Afrique occidentale françaises,,1000000,Franc,1920,imp,spe,,,,,,
TGC-FR_1925_1921,France,Afrique équatoriale et Afrique occidentale françaises,,1000000,Franc,1921,imp,spe,,,,,,
TGC-FR_1925_1922,France,Afrique équatoriale et Afrique occidentale françaises,,1000000,Franc,1922,imp,spe,,,,,,
TGC-FR_1925_1923,France,Afrique équatoriale et Afrique occidentale françaises,,1000000,Franc,1923,imp,spe,,,,,,
TGC-FR_1925_1924,France,Afrique équatoriale et Afrique occidentale françaises,,1000000,Franc,1924,imp,spe,,,,,,
TGC-FR_1925_1925,France,Afrique équatoriale et Afrique occidentale françaises,812.2,1000000,Franc,1925,imp,spe,,,,,,
TGC-FR_1931_1926,France,Afrique équatoriale et Afrique occidentale françaises,1205.8,1000000,Franc,1926,imp,spe,,,,,,
TGC-FR_1931_1927,France,Afrique équatoriale et Afrique occidentale françaises,974.3,1000000,Franc,1927,imp,spe,,,,,,
TGC-FR_1931_1928,France,Afrique équatoriale et Afrique occidentale françaises,899.3,1000000,Franc,1928,imp,spe,,,,,,
TGC-FR_1931_1929,France,Afrique équatoriale et Afrique occidentale françaises,908.2,1000000,Franc,1929,imp,spe,,,,,,
TGC-FR_1931_1930,France,Afrique équatoriale et Afrique occidentale françaises,840.4,1000000,Franc,1930,imp,spe,,,,,,
TGC-FR_1931_1931,France,Afrique équatoriale et Afrique occidentale françaises,511.5,1000000,Franc,1931,imp,spe,,,,,,
TGC-FR_1937_1932,France,Afrique équatoriale et Afrique occidentale françaises,378.4,1000000,Franc,1932,imp,spe,,,,,,
TGC-FR_1937_1933,France,Afrique équatoriale et Afrique occidentale françaises,441.2,1000000,Franc,1933,imp,spe,,,,,,
TGC-FR_1937_1934,France,Afrique équatoriale et Afrique occidentale françaises,580.8,1000000,Franc,1934,imp,spe,,,,,,
TGC-FR_1937_1935,France,Afrique équatoriale et Afrique occidentale françaises,748.7,1000000,Franc,1935,imp,spe,,,,,,
TGC-FR_1937_1936,France,Afrique équatoriale et Afrique occidentale françaises,1037.8,1000000,Franc,1936,imp,spe,,,,,,
TGC-FR_1937_1937,France,Afrique équatoriale et Afrique occidentale françaises,1658.5,1000000,Franc,1937,imp,spe,,,,,,
TGC-FR_1938_1938,France,Afrique équatoriale et Afrique occidentale françaises,1752.6,1000000,Franc,1938,imp,spe,,,,,,
TGC-FR_1919_1919,France,Albanie,0,1000000,Franc,1919,imp,spe,,,,,,
TGC-FR_1925_1920,France,Albanie,0,1000000,Franc,1920,imp,spe,,,,,,
TGC-FR_1925_1921,France,Albanie,0,1000000,Franc,1921,imp,spe,,,,,,
TGC-FR_1925_1922,France,Albanie,0,1000000,Franc,1922,imp,spe,,,,,,
TGC-FR_1925_1923,France,Albanie,0.3,1000000,Franc,1923,imp,spe,,,,,,
TGC-FR_1925_1924,France,Albanie,0.7,1000000,Franc,1924,imp,spe,,,,,,
TGC-FR_1925_1925,France,Albanie,0.7,1000000,Franc,1925,imp,spe,,,,,,
TGC-FR_1931_1926,France,Albanie,1.1,1000000,Franc,1926,imp,spe,,,,,,
TGC-FR_1931_1927,France,Albanie,0.9,1000000,Franc,1927,imp,spe,,,,,,
TGC-FR_1931_1928,France,Albanie,0.9,1000000,Franc,1928,imp,spe,,,,,,
TGC-FR_1931_1929,France,Albanie,0.6,1000000,Franc,1929,imp,spe,,,,,,
TGC-FR_1931_1930,France,Albanie,4.6,1000000,Franc,1930,imp,spe,,,,,,
TGC-FR_1931_1931,France,Albanie,,1000000,Franc,1931,imp,spe,,,,,,
TGC-FR_1937_1932,France,Albanie,,1000000,Franc,1932,imp,spe,,,,,,
TGC-FR_1937_1933,France,Albanie,,1000000,Franc,1933,imp,spe,,,,,,
TGC-FR_1937_1934,France,Albanie,,1000000,Franc,1934,imp,spe,,,,,,
TGC-FR_1937_1935,France,Albanie,,1000000,Franc,1935,imp,spe,,,,,,
TGC-FR_1937_1936,France,Albanie,,1000000,Franc,1936,imp,spe,,,,,,
TGC-FR_1937_1937,France,Albanie,,1000000,Franc,1937,imp,spe,,,,,,
TGC-FR_1938_1938,France,Albanie,,1000000,Franc,1938,imp,spe,,,,,,
TGC-FR_1919_1919,France,Algérie,1223.7,1000000,Franc,1919,imp,spe,,,,,,
TGC-FR_1925_1920,France,Algérie,1053.5,1000000,Franc,1920,imp,spe,,,,,,
TGC-FR_1925_1921,France,Algérie,1111.6,1000000,Franc,1921,imp,spe,,,,,,
TGC-FR_1925_1922,France,Algérie,984.5,1000000,Franc,1922,imp,spe,,,,,,
TGC-FR_1925_1923,France,Algérie,1283.7,1000000,Franc,1923,imp,spe,,,,,,
TGC-FR_1925_1924,France,Algérie,1652.9,1000000,Franc,1924,imp,spe,,,,,,
TGC-FR_1925_1925,France,Algérie,1726.8,1000000,Franc,1925,imp,spe,,,,,,
TGC-FR_1931_1926,France,Algérie,2702.1,1000000,Franc,1926,imp,spe,,,,,,
TGC-FR_1931_1927,France,Algérie,2601.2,1000000,Franc,1927,imp,spe,,,,,,
TGC-FR_1931_1928,France,Algérie,2831.7,1000000,Franc,1928,imp,spe,,,,,,
TGC-FR_1931_1929,France,Algérie,2989.6,1000000,Franc,1929,imp,spe,,,,,,
TGC-FR_1931_1930,France,Algérie,3299.5,1000000,Franc,1930,imp,spe,,,,,,
TGC-FR_1931_1931,France,Algérie,3428.2,1000000,Franc,1931,imp,spe,,,,,,
TGC-FR_1937_1932,France,Algérie,3290.7,1000000,Franc,1932,imp,spe,,,,,,
TGC-FR_1937_1933,France,Algérie,3864.6,1000000,Franc,1933,imp,spe,,,,,,
TGC-FR_1937_1934,France,Algérie,2813.6,1000000,Franc,1934,imp,spe,,,,,,
TGC-FR_1937_1935,France,Algérie,2329.8,1000000,Franc,1935,imp,spe,,,,,,
TGC-FR_1937_1936,France,Algérie,2842.6,1000000,Franc,1936,imp,spe,,,,,,
TGC-FR_1937_1937,France,Algérie,3807.3,1000000,Franc,1937,imp,spe,,,,,,
TGC-FR_1938_1938,France,Algérie,4864,1000000,Franc,1938,imp,spe,,,,,,
TGC-FR_1919_1919,France,Allemagne,755.3,1000000,Franc,1919,imp,spe,,,,,,
TGC-FR_1925_1920,France,Allemagne,2668,1000000,Franc,1920,imp,spe,,,,,,
TGC-FR_1925_1921,France,Allemagne,2614.7,1000000,Franc,1921,imp,spe,,,,,,
TGC-FR_1925_1922,France,Allemagne,1446,1000000,Franc,1922,imp,spe,,,,,,
TGC-FR_1925_1923,France,Allemagne,1173.9,1000000,Franc,1923,imp,spe,,,,,,
TGC-FR_1925_1924,France,Allemagne,2051.3,1000000,Franc,1924,imp,spe,,,,,,
TGC-FR_1925_1925,France,Allemagne,2346.1,1000000,Franc,1925,imp,spe,,,,,,
TGC-FR_1931_1926,France,Allemagne,4924.6,1000000,Franc,1926,imp,spe,,,,,,
TGC-FR_1931_1927,France,Allemagne,4170.4,1000000,Franc,1927,imp,spe,,,,,,
TGC-FR_1931_1928,France,Allemagne,5003.7,1000000,Franc,1928,imp,spe,,,,,,
TGC-FR_1931_1929,France,Allemagne,6613,1000000,Franc,1929,imp,spe,,,,,,
TGC-FR_1931_1930,France,Allemagne,7937.1,1000000,Franc,1930,imp,spe,,,,,,
TGC-FR_1931_1931,France,Allemagne,6141.7,1000000,Franc,1931,imp,spe,,,,,,
TGC-FR_1937_1932,France,Allemagne,3613.2,1000000,Franc,1932,imp,spe,,,,,,
TGC-FR_1937_1933,France,Allemagne,3037,1000000,Franc,1933,imp,spe,,,,,,
TGC-FR_1937_1934,France,Allemagne,2226,1000000,Franc,1934,imp,spe,,,,,,
TGC-FR_1937_1935,France,Allemagne,1738.5,1000000,Franc,1935,imp,spe,,,,,,
TGC-FR_1937_1936,France,Allemagne,1774,1000000,Franc,1936,imp,spe,,,,,,
TGC-FR_1937_1937,France,Allemagne,3248.6,1000000,Franc,1937,imp,spe,,,,,,
TGC-FR_1938_1938,France,Allemagne,3153.2,1000000,Franc,1938,imp,spe,,,,,,
TGC-FR_1919_1919,France,Argentine,1613.8,1000000,Franc,1919,imp,spe,,,,,,
TGC-FR_1925_1920,France,Argentine,2991.7,1000000,Franc,1920,imp,spe,,,,,,
TGC-FR_1925_1921,France,Argentine,723.4,1000000,Franc,1921,imp,spe,,,,,,
TGC-FR_1925_1922,France,Argentine,990.7,1000000,Franc,1922,imp,spe,,,,,,
TGC-FR_1925_1923,France,Argentine,1459.4,1000000,Franc,1923,imp,spe,,,,,,
TGC-FR_1925_1924,France,Argentine,2000.3,1000000,Franc,1924,imp,spe,,,,,,
TGC-FR_1925_1925,France,Argentine,1762.4,1000000,Franc,1925,imp,spe,,,,,,
TGC-FR_1931_1926,France,Argentine,2215.5,1000000,Franc,1926,imp,spe,,,,,,
TGC-FR_1931_1927,France,Argentine,2631.1,1000000,Franc,1927,imp,spe,,,,,,
TGC-FR_1931_1928,France,Argentine,2244.1,1000000,Franc,1928,imp,spe,,,,,,
TGC-FR_1931_1929,France,Argentine,2373.7,1000000,Franc,1929,imp,spe,,,,,,
TGC-FR_1931_1930,France,Argentine,1203,1000000,Franc,1930,imp,spe,,,,,,
TGC-FR_1931_1931,France,Argentine,1428.3,1000000,Franc,1931,imp,spe,,,,,,
TGC-FR_1937_1932,France,Argentine,1067.5,1000000,Franc,1932,imp,spe,,,,,,
TGC-FR_1937_1933,France,Argentine,580.7,1000000,Franc,1933,imp,spe,,,,,,
TGC-FR_1937_1934,France,Argentine,517.4,1000000,Franc,1934,imp,spe,,,,,,
