slug,acronym,name,edition_date,country,pages,volume,shelf_number,dates,notes,,,,,,,,,,,
TDC-FR_1867-1876_1876_LXXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXXIII,,,1876,,,,,,,,,,,,
TGC-FR_1876_1876_669,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1876,,669,,,1876,,,,,,,,,,,,
TDC-FR_1867-1876_1876_LXIX,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXIX,,,1876,,,,,,,,,,,,
TDC-FR_1867-1876_1875_LXXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXXIII,,,1875,,,,,,,,,,,,
TGC-FR_1875_1875_679,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1875,,679,,,1875,,,,,,,,,,,,
TDC-FR_1867-1876_1875_LXIX,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXIX,,,1875,,,,,,,,,,,,
TDC-FR_1867-1876_1874_LXXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXXIII,,,1874,,,,,,,,,,,,
TGC-FR_1874_1874_651,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1874,,651,,,1874,,,,,,,,,,,,
TDC-FR_1867-1876_1874_LXIX,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXIX,,,1874,,,,,,,,,,,,
TDC-FR_1867-1876_1873_LXXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXXIII,,,1873,,,,,,,,,,,,
TGC-FR_1873_1873_649,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1873,,649,,,1873,,,,,,,,,,,,
TDC-FR_1867-1876_1873_LXIX,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXIX,,,1873,,,,,,,,,,,,
TDC-FR_1867-1876_1872_LXXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXXIII,,,1872,,,,,,,,,,,,
TGC-FR_1872_1872_649,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1872,,649,,,1872,,,,,,,,,,,,
TDC-FR_1867-1876_1872_LXIX,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXIX,,,1872,,,,,,,,,,,,
TDC-FR_1867-1876_1871_LXXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXXIII,,,1871,,,,,,,,,,,,
TGC-FR_1871_1871_641,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1871,,641,,,1871,,,,,,,,,,,,
TDC-FR_1867-1876_1871_LXIX,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXIX,,,1871,,,,,,,,,,,,
TDC-FR_1867-1876_1870_LXXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXXIII,,,1870,,,,,,,,,,,,
TGC-FR_1870_1870_647,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1870,,647,,,1870,,,,,,,,,,,,
TDC-FR_1867-1876_1870_LXIX,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXIX,,,1870,,,,,,,,,,,,
TDC-FR_1867-1876_1869_LXXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXXIII,,,1869,,,,,,,,,,,,
TGC-FR_1869_1869_647,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1869,,647,,,1869,,,,,,,,,,,,
TDC-FR_1867-1876_1869_LXIX,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXIX,,,1869,,,,,,,,,,,,
TDC-FR_1867-1876_1868_LXXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXXIII,,,1868,,,,,,,,,,,,
TGC-FR_1868_1868_651,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1868,,651,,,1868,,,,,,,,,,,,
TDC-FR_1867-1876_1868_LXIX,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXIX,,,1868,,,,,,,,,,,,
TDC-FR_1867-1876_1867_LXXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXXIII,,,1867,,,,,,,,,,,,
TGC-FR_1867_1867_651,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1867,,651,,,1867,,,,,,,,,,,,
TDC-FR_1867-1876_1867_LXIX,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1867-1876,,LXIX,,,1867,,,,,,,,,,,,
TDC-FR_1857-1866_1866_LXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXIII,,,1866,,,,,,,,,,,,
TGC-FR_1866_1866_651,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1866,,651,,,1866,,,,,,,,,,,,
TDC-FR_1857-1866_1866_LXI,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXI,,,1866,,,,,,,,,,,,
TDC-FR_1857-1866_1865_LXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXIII,,,1865,,,,,,,,,,,,
TGC-FR_1865_1865_651,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1865,,651,,,1865,,,,,,,,,,,,
TDC-FR_1857-1866_1865_LXI,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXI,,,1865,,,,,,,,,,,,
TDC-FR_1857-1866_1864_LXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXIII,,,1864,,,,,,,,,,,,
TGC-FR_1864_1864_651,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1864,,651,,,1864,,,,,,,,,,,,
TDC-FR_1857-1866_1864_LXI,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXI,,,1864,,,,,,,,,,,,
TDC-FR_1857-1866_1863_LXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXIII,,,1863,,,,,,,,,,,,
TGC-FR_1863_1863_541,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1863,,541,,,1863,,,,,,,,,,,,
TDC-FR_1857-1866_1863_LXI,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXI,,,1863,,,,,,,,,,,,
TDC-FR_1857-1866_1862_LXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXIII,,,1862,,,,,,,,,,,,
TGC-FR_1862_1862_537,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1862,,537,,,1862,,,,,,,,,,,,
TDC-FR_1857-1866_1862_LXI,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXI,,,1862,,,,,,,,,,,,
TDC-FR_1857-1866_1861_LXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXIII,,,1861,,,,,,,,,,,,
TGC-FR_1861_1861_539,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1861,,539,,,1861,,,,,,,,,,,,
TDC-FR_1857-1866_1861_LXI,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXI,,,1861,,,,,,,,,,,,
TDC-FR_1857-1866_1860_LXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXIII,,,1860,,,,,,,,,,,,
TGC-FR_1860_1860_543,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1860,,543,,,1860,,,,,,,,,,,,
TDC-FR_1857-1866_1860_LXI,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXI,,,1860,,,,,,,,,,,,
TDC-FR_1857-1866_1859_LXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXIII,,,1859,,,,,,,,,,,,
TGC-FR_1859_1859_541,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1859,,541,,,1859,,,,,,,,,,,,
TDC-FR_1857-1866_1859_LXI,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXI,,,1859,,,,,,,,,,,,
TDC-FR_1857-1866_1858_LXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXIII,,,1858,,,,,,,,,,,,
TGC-FR_1858_1858_541,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1858,,541,,,1858,,,,,,,,,,,,
TDC-FR_1857-1866_1858_LXI,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXI,,,1858,,,,,,,,,,,,
TDC-FR_1857-1866_1857_LXIII,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXIII,,,1857,,,,,,,,,,,,
TGC-FR_1857_1857_523,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1857,,523,,,1857,,,,,,,,,,,,
TDC-FR_1857-1866_1857_LXI,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1857-1866,,LXI,,,1857,,,,,,,,,,,,
TDC-FR_1847-1856_1856_LXXXI,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1847-1856,,LXXXI,,,1856,,,,,,,,,,,,
TGC-FR_1856_1856_489,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1856,,489,,,1856,,,,,,,,,,,,
TDC-FR_1847-1856_1856_LXXV,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1847-1856,,LXXV,,,1856,,,,,,,,,,,,
TDC-FR_1847-1856_1855_LXXXI,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1847-1856,,LXXXI,,,1855,,,,,,,,,,,,
TGC-FR_1855_1855_485,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1855,,485,,,1855,,,,,,,,,,,,
TDC-FR_1847-1856_1855_LXXV,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1847-1856,,LXXV,,,1855,,,,,,,,,,,,
TDC-FR_1847-1856_1854_LXXXI,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1847-1856,,LXXXI,,,1854,,,,,,,,,,,,
TGC-FR_1854_1854_489,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1854,,489,,,1854,,,,,,,,,,,,
TDC-FR_1847-1856_1854_LXXV,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1847-1856,,LXXV,,,1854,,,,,,,,,,,,
TDC-FR_1847-1856_1853_LXXXI,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1847-1856,,LXXXI,,,1853,,,,,,,,,,,,
TGC-FR_1853_1853_489,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1853,,489,,,1853,,,,,,,,,,,,
TDC-FR_1847-1856_1853_LXXV,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1847-1856,,LXXV,,,1853,,,,,,,,,,,,
TDC-FR_1847-1856_1852_LXXXI,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1847-1856,,LXXXI,,,1852,,,,,,,,,,,,
TGC-FR_1852_1852_568,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1852,,568,,,1852,,,,,,,,,,,,
TDC-FR_1847-1856_1852_LXXV,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1847-1856,,LXXV,,,1852,,,,,,,,,,,,
TDC-FR_1847-1856_1851_LXXXI,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1847-1856,,LXXXI,,,1851,,,,,,,,,,,,
TGC-FR_1852_1851_479,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1852,,479,,,1851,,,,,,,,,,,,
TDC-FR_1847-1856_1851_LXXV,TDC-FR,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,1847-1856,,LXXV,,,1851,,,,,,,,,,,,
T-AUST_1938-39_1929-30_570-575,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1938-39,,570-575,,,1929-30,,,,,,,,,,,,
T-AUST_1938-39_1930-31_570-575,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1938-39,,570-575,,,1930-31,,,,,,,,,,,,
T-AUST_1938-39_1931-32_570-575,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1938-39,,570-575,,,1931-32,,,,,,,,,,,,
T-AUST_1938-39_1932-33_570-575,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1938-39,,570-575,,,1932-33,,,,,,,,,,,,
T-AUST_1938-39_1933-34_570-575,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1938-39,,570-575,,,1933-34,,,,,,,,,,,,
T-AUST_1938-39_1934-35_570-575,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1938-39,,570-575,,,1934-35,,,,,,,,,,,,
T-AUST_1938-39_1935-36_570-575,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1938-39,,570-575,,,1935-36,,,,,,,,,,,,
T-AUST_1938-39_1936-37_570-575,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1938-39,,570-575,,,1936-37,,,,,,,,,,,,
T-AUST_1938-39_1937-38_570-575,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1938-39,,570-575,,,1937-38,,,,,,,,,,,,
T-AUST_1938-39_1938-39_570-575,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1938-39,,570-575,,,1938-39,,,,,,,,,,,,
T-AUST_1928-29_1919-20_662-667,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1928-29,,662-667,,,1919-20,,,,,,,,,,,,
T-AUST_1928-29_1920-21_662-667,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1928-29,,662-667,,,1920-21,,,,,,,,,,,,
T-AUST_1928-29_1921-22_662-667,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1928-29,,662-667,,,1921-22,,,,,,,,,,,,
T-AUST_1928-29_1922-23_662-667,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1928-29,,662-667,,,1922-23,,,,,,,,,,,,
T-AUST_1928-29_1923-24_662-667,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1928-29,,662-667,,,1923-24,,,,,,,,,,,,
T-AUST_1928-29_1924-25_662-667,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1928-29,,662-667,,,1924-25,,,,,,,,,,,,
T-AUST_1928-29_1925-26_662-667,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1928-29,,662-667,,,1925-26,,,,,,,,,,,,
T-AUST_1928-29_1926-27_662-667,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1928-29,,662-667,,,1926-27,,,,,,,,,,,,
T-AUST_1928-29_1927-28_662-667,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1928-29,,662-667,,,1927-28,,,,,,,,,,,,
T-AUST_1928-29_1928-29_662-667,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1928-29,,662-667,,,1928-29,,,,,,,,,,,,
T-AUST_1921-22_1912_446-451,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1921-22,,446-451,,,1912,,,,,,,,,,,,
T-AUST_1921-22_1913_446-451,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1921-22,,446-451,,,1913,,,,,,,,,,,,
T-AUST_1921-22_1914-15_446-451,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1921-22,,446-451,,,1914-15,,,,,,,,,,,,
T-AUST_1921-22_1915-16_446-451,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1921-22,,446-451,,,1915-16,,,,,,,,,,,,
T-AUST_1921-22_1916-17_446-451,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1921-22,,446-451,,,1916-17,,,,,,,,,,,,
T-AUST_1921-22_1917-18_446-451,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1921-22,,446-451,,,1917-18,,,,,,,,,,,,
T-AUST_1921-22_1918-19_446-451,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1921-22,,446-451,,,1918-19,,,,,,,,,,,,
T-AUST_1918-19_1911_412-413,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1918-19,,412-413,,,1911,,,,,,,,,,,,
T-AUST_1918-19_1899_414-417,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1918-19,,414-417,,,1899,,,,,,,,,,,,
T-AUST_1918-19_1900_414-417,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1918-19,,414-417,,,1900,,,,,,,,,,,,
T-AUST_1918-19_1901_414-417,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1918-19,,414-417,,,1901,,,,,,,,,,,,
T-AUST_1918-19_1902_414-417,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1918-19,,414-417,,,1902,,,,,,,,,,,,
T-AUST_1918-19_1903_414-417,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1918-19,,414-417,,,1903,,,,,,,,,,,,
T-AUST_1918-19_1904_414-417,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1918-19,,414-417,,,1904,,,,,,,,,,,,
T-AUST_1918-19_1905_414-417,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1918-19,,414-417,,,1905,,,,,,,,,,,,
T-AUST_1918-19_1906_414-417,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1918-19,,414-417,,,1906,,,,,,,,,,,,
T-AUST_1918-19_1907_414-417,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1918-19,,414-417,,,1907,,,,,,,,,,,,
T-AUST_1918-19_1908_414-417,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1918-19,,414-417,,,1908,,,,,,,,,,,,
T-AUST_1918-19_1909_414-417,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1918-19,,414-417,,,1909,,,,,,,,,,,,
T-AUST_1918-19_1910_414-417,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1918-19,,414-417,,,1910,,,,,,,,,,,,
T-AUST_1918-19_1911_414-417,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1918-19,,414-417,,,1911,,,,,,,,,,,,
T-AUST_1917-18_1905_354-355,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1917-18,,354-355,,,1905,,,,,,,,,,,,
T-AUST_1917-18_1906_354-355,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1917-18,,354-355,,,1906,,,,,,,,,,,,
T-AUST_1917-18_1907_354-355,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1917-18,,354-355,,,1907,,,,,,,,,,,,
T-AUST_1917-18_1908_354-355,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1917-18,,354-355,,,1908,,,,,,,,,,,,
T-AUST_1906_II_1887_412-415,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1906,,412-415,II,,1887,,,,,,,,,,,,
T-AUST_1906_II_1888_412-415,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1906,,412-415,II,,1888,,,,,,,,,,,,
T-AUST_1906_II_1889_412-415,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1906,,412-415,II,,1889,,,,,,,,,,,,
T-AUST_1906_II_1890_412-415,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1906,,412-415,II,,1890,,,,,,,,,,,,
T-AUST_1906_II_1891_412-415,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1906,,412-415,II,,1891,,,,,,,,,,,,
T-AUST_1906_II_1892_412-415,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1906,,412-415,II,,1892,,,,,,,,,,,,
T-AUST_1906_II_1893_412-415,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1906,,412-415,II,,1893,,,,,,,,,,,,
T-AUST_1906_II_1894_412-415,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1906,,412-415,II,,1894,,,,,,,,,,,,
T-AUST_1906_II_1895_412-415,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1906,,412-415,II,,1895,,,,,,,,,,,,
T-AUST_1906_II_1896_412-415,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1906,,412-415,II,,1896,,,,,,,,,,,,
T-AUST_1906_II_1897_412-415,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1906,,412-415,II,,1897,,,,,,,,,,,,
T-AUST_1906_II_1898_412-415,T-AUST,Oversea Trade and Customs and Excise Revenue of the Commonwealth of Australia,1906,,412-415,II,,1898,,,,,,,,,,,,
TC-BL_1920_1919_298-299,TC-BL,Tableau annuel du commerce de la Belgique avec les pays étrangers,1920,,298-299,,,1919,,,,,,,,,,,,
TC-BL_1920_1920_298-299,TC-BL,Tableau annuel du commerce de la Belgique avec les pays étrangers,1920,,298-299,,,1920,,,,,,,,,,,,
TC-UEBL_1931_1930_744-745,TC-UEBL,Union économique belgo-luxembourgeoise. Tableau annuel du commerce avec les pays étrangers,1931,,744-745,,,1930,,,,,,,,,,,,
TC-UEBL_1931_1931_744-745,TC-UEBL,Union économique belgo-luxembourgeoise. Tableau annuel du commerce avec les pays étrangers,1931,,744-745,,,1931,,,,,,,,,,,,
TC-UEBL_1929_1928_750-751,TC-UEBL,Union économique belgo-luxembourgeoise. Tableau annuel du commerce avec les pays étrangers,1929,,750-751,,,1928,,,,,,,,,,,,
TC-UEBL_1929_1929_750-751,TC-UEBL,Union économique belgo-luxembourgeoise. Tableau annuel du commerce avec les pays étrangers,1929,,750-751,,,1929,,,,,,,,,,,,
TC-UEBL_1927_1926_676-677,TC-UEBL,Union économique belgo-luxembourgeoise. Tableau annuel du commerce avec les pays étrangers,1927,,676-677,,,1926,,,,,,,,,,,,
TC-UEBL_1927_1927_676-677,TC-UEBL,Union économique belgo-luxembourgeoise. Tableau annuel du commerce avec les pays étrangers,1927,,676-677,,,1927,,,,,,,,,,,,
TC-UEBL_1925_1925_658-659,TC-UEBL,Union économique belgo-luxembourgeoise. Tableau annuel du commerce avec les pays étrangers,1925,,658-659,,,1925,,,,,,,,,,,,
TC-UEBL_1924_1923_938-939,TC-UEBL,Union économique belgo-luxembourgeoise. Tableau annuel du commerce avec les pays étrangers,1924,,938-939,,,1923,,,,,,,,,,,,
TC-UEBL_1924_1924_938-939,TC-UEBL,Union économique belgo-luxembourgeoise. Tableau annuel du commerce avec les pays étrangers,1924,,938-939,,,1924,,,,,,,,,,,,
TC-UEBL_1922_1921_504-505,TC-UEBL,Tableau du commerce extérieur de la Belgique et du Grand-Duché du Luxembourg,1922,,504-505,,,1921,,,,,,,,,,,,
TC-UEBL_1922_1922_504-505,TC-UEBL,Tableau du commerce extérieur de la Belgique et du Grand-Duché du Luxembourg,1922,,504-505,,,1922,,,,,,,,,,,,
CE-BRA_1932-1936_1932_12-23,CE-BRA,Commercio exterior do Brasil,1932-1936,,12-23,,,1932,,,,,,,,,,,,
CE-BRA_1932-1936_1933_12-23,CE-BRA,Commercio exterior do Brasil,1932-1936,,12-23,,,1933,,,,,,,,,,,,
CE-BRA_1932-1936_1934_12-23,CE-BRA,Commercio exterior do Brasil,1932-1936,,12-23,,,1934,,,,,,,,,,,,
CE-BRA_1932-1936_1935_12-23,CE-BRA,Commercio exterior do Brasil,1932-1936,,12-23,,,1935,,,,,,,,,,,,
CE-BRA_1932-1936_1936_12-23,CE-BRA,Commercio exterior do Brasil,1932-1936,,12-23,,,1936,,,,,,,,,,,,
CE-BRA_1930-1931_1927_8-9,CE-BRA,Commercio exterior do Brasil,1930-1931,,8-9,,,1927,,,,,,,,,,,,
CE-BRA_1930-1931_1928_8-9,CE-BRA,Commercio exterior do Brasil,1930-1931,,8-9,,,1928,,,,,,,,,,,,
CE-BRA_1930-1931_1929_8-9,CE-BRA,Commercio exterior do Brasil,1930-1931,,8-9,,,1929,,,,,,,,,,,,
CE-BRA_1930-1931_1930_8-9,CE-BRA,Commercio exterior do Brasil,1930-1931,,8-9,,,1930,,,,,,,,,,,,
CE-BRA_1930-1931_1931_8-9,CE-BRA,Commercio exterior do Brasil,1930-1931,,8-9,,,1931,,,,,,,,,,,,
CE-BRA_1930-1931_1927_12-13,CE-BRA,Commercio exterior do Brasil,1930-1931,,12-13,,,1927,,,,,,,,,,,,
CE-BRA_1930-1931_1928_12-13,CE-BRA,Commercio exterior do Brasil,1930-1931,,12-13,,,1928,,,,,,,,,,,,
CE-BRA_1930-1931_1929_12-13,CE-BRA,Commercio exterior do Brasil,1930-1931,,12-13,,,1929,,,,,,,,,,,,
CE-BRA_1930-1931_1930_12-13,CE-BRA,Commercio exterior do Brasil,1930-1931,,12-13,,,1930,,,,,,,,,,,,
CE-BRA_1930-1931_1931_12-13,CE-BRA,Commercio exterior do Brasil,1930-1931,,12-13,,,1931,,,,,,,,,,,,
CE-BRA_1924-1928_1924_8-9,CE-BRA,Commercio exterior do Brasil,1924-1928,,8-9,,,1924,,,,,,,,,,,,
CE-BRA_1924-1928_1925_8-9,CE-BRA,Commercio exterior do Brasil,1924-1928,,8-9,,,1925,,,,,,,,,,,,
CE-BRA_1924-1928_1926_8-9,CE-BRA,Commercio exterior do Brasil,1924-1928,,8-9,,,1926,,,,,,,,,,,,
CE-BRA_1924-1928_1924_12-13,CE-BRA,Commercio exterior do Brasil,1924-1928,,12-13,,,1924,,,,,,,,,,,,
CE-BRA_1924-1928_1925_12-13,CE-BRA,Commercio exterior do Brasil,1924-1928,,12-13,,,1925,,,,,,,,,,,,
CE-BRA_1924-1928_1926_12-13,CE-BRA,Commercio exterior do Brasil,1924-1928,,12-13,,,1926,,,,,,,,,,,,
CE-BRA_1919-1923_1919_8-9,CE-BRA,Commercio exterior do Brasil,1919-1923,,8-9,,,1919,,,,,,,,,,,,
