source,reporting,partner,flow,unit,currency,year,export_import,special_general,species_bullions,transport_type,statistical_period,partner_sum,world_trade_type,notes
T-CHN_1938_I_142-145_1937,China,"Aden, Perim, etc.",56063,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,Algeria,41035,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,Arabia,24472,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,Argentina,1326903,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,Australia,16336678,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,Austria,7229712,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,Belgian Congo and Ruanda-Urundi,30929,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,Belgium,28332665,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,Brazil,2317270,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,British Central America,4535,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,British East Africa,976500,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,British Guiana and Falkland Islands,,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,British India,12467142,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,British North Borneo,3362081,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,British West Africa,24706,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,Bulgaria,8288,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,Burma,8220289,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,Canada,17093072,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,Republics of Central America,6361,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,Central America US territories,2814,1,Standard Dollars,1937,Imp,Gen,,,,,,
T-CHN_1938_I_142-145_1937,China,Ceylon,255009,1,Standard Dollars,1937,Imp,Gen,,,,,,
