source,reporting,partner,flow,unit,currency,year,export_import,special_general,species_bullions,transport_type,statistical_period,partner_sum,world_trade_type,notes
T-IND_1938-39_II_16-17_1934-35,British India,United Kingdom and Channel Islands,537254962,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Eire,64745,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,USSR,15672462,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Finland,1947502,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Estonia,1051947,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Latvia,82388,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Lithuania,47592,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Sweden,9898570,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Norway,4985559,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Poland and Danzig,2531633,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Denmark,1430435,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Germany,101049681,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Netherlands,12991101,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Belgium,21582657,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Luxemburg,1416454,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,France,15291344,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Spain,2412325,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Gibraltar,40732,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Portugal and Azores and Madeira,399762,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Malta and Gozo,26359,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Switzerland,13364200,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Italy and Fiume,30172359,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Austria,5309292,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Hungary,777201,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Czechoslovakia,8805199,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Yugoslavia,588849,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Roumania,898386,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Greece and Crete,212325,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,European Turkey,52713,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Asian Turkey,141422,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Cyprus,165349,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Syria,23090,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Palestine,198592,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Aden and Dependencies,4194370,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Iraq,5245300,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Maskat Territory and Trucial Oman,2101741,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Other native states in Arabia,655465,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Bahrein Islands,630040,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Iran,20850711,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Henjain Island,261,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Ceylan,12870016,1,Rupee,1934-35,Imp,Gen,,,,,,
T-IND_1938-39_II_16-17_1934-35,British India,Maldives,40808,1,Rupee,1934-35,Imp,Gen,,,,,,
